func_ov000_020773c0 kind:function(thumb,size=0x44) addr:0x2077360
data_ov000_020e78f0 kind:data(any) addr:0x20e7890
data_ov000_020e78f8 kind:data(any) addr:0x20e7898
data_ov000_020e7900 kind:data(any) addr:0x20e78a0
data_ov000_020e7908 kind:data(any) addr:0x20e78a8
data_ov000_020e7910 kind:data(any) addr:0x20e78b0
data_ov000_020e7918 kind:data(any) addr:0x20e78b8
data_ov000_020e7920 kind:data(any) addr:0x20e78c0
data_ov000_020e7928 kind:data(any) addr:0x20e78c8
data_ov000_020e7930 kind:data(any) addr:0x20e78d0
data_ov000_020e7938 kind:data(any) addr:0x20e78d8
data_ov000_020e7940 kind:data(any) addr:0x20e78e0
data_ov000_020e7948 kind:data(any) addr:0x20e78e8
data_ov000_020e7950 kind:data(any) addr:0x20e78f0
data_ov000_020e7958 kind:data(any) addr:0x20e78f8
data_ov000_020e7960 kind:data(any) addr:0x20e7900
data_ov000_020e7968 kind:data(any) addr:0x20e7908
data_ov000_020e7970 kind:data(any) addr:0x20e7910
data_ov000_020e7978 kind:data(any) addr:0x20e7918
data_ov000_020e7980 kind:data(any) addr:0x20e7920
data_ov000_020e7988 kind:data(any) addr:0x20e7928
data_ov000_020e7990 kind:data(any) addr:0x20e7930
data_ov000_020e7998 kind:data(any) addr:0x20e7938
data_ov000_020e79a0 kind:data(any) addr:0x20e7940
data_ov000_020e79a8 kind:data(any) addr:0x20e7948
data_ov000_020e79b0 kind:data(any) addr:0x20e7950
data_ov000_020e79b8 kind:data(any) addr:0x20e7958
data_ov000_020e79c0 kind:data(any) addr:0x20e7960
data_ov000_020e79c8 kind:data(any) addr:0x20e7968
data_ov000_020e79d0 kind:data(any) addr:0x20e7970
data_ov000_020e79d8 kind:data(any) addr:0x20e7978
data_ov000_020e79e0 kind:data(any) addr:0x20e7980
data_ov000_020e79e8 kind:data(any) addr:0x20e7988
data_ov000_020e79f0 kind:data(any) addr:0x20e7990
data_ov000_020e79f8 kind:data(any) addr:0x20e7998
data_ov000_020e7a00 kind:data(any) addr:0x20e79a0
data_ov000_020e7a08 kind:data(any) addr:0x20e79a8
data_ov000_020e7a10 kind:data(any) addr:0x20e79b0
data_ov000_020e7a18 kind:data(any) addr:0x20e79b8
data_ov000_020e7a20 kind:data(any) addr:0x20e79c0
data_ov000_020e7a28 kind:data(any) addr:0x20e79c8
data_ov000_020e7a30 kind:data(any) addr:0x20e79d0
data_ov000_020e7a38 kind:data(any) addr:0x20e79d8
data_ov000_020e7a40 kind:data(any) addr:0x20e79e0
data_ov000_020e7a48 kind:data(any) addr:0x20e79e8
data_ov000_020e7a50 kind:data(any) addr:0x20e79f0
data_ov000_020e7a58 kind:data(any) addr:0x20e79f8
data_ov000_020e7a60 kind:data(any) addr:0x20e7a00
data_ov000_020e7a68 kind:data(any) addr:0x20e7a08
data_ov000_020e7a70 kind:data(any) addr:0x20e7a10
data_ov000_020e7a78 kind:data(any) addr:0x20e7a18
data_ov000_020e7a80 kind:data(any) addr:0x20e7a20
data_ov000_020e7a88 kind:data(any) addr:0x20e7a28
data_ov000_020e7a90 kind:data(any) addr:0x20e7a30
data_ov000_020e7a98 kind:data(any) addr:0x20e7a38
data_ov000_020e7aa0 kind:data(any) addr:0x20e7a40
data_ov000_020e7aa8 kind:data(any) addr:0x20e7a48
data_ov000_020e7ab0 kind:data(any) addr:0x20e7a50
data_ov000_020e7ab8 kind:data(any) addr:0x20e7a58
data_ov000_020e7ac0 kind:data(any) addr:0x20e7a60
data_ov000_020e7ac8 kind:data(any) addr:0x20e7a68
data_ov000_020e7ad0 kind:data(any) addr:0x20e7a70
data_ov000_020e7ad8 kind:data(any) addr:0x20e7a78
data_ov000_020e7ae0 kind:data(any) addr:0x20e7a80
data_ov000_020e7ae8 kind:data(any) addr:0x20e7a88
data_ov000_020e7af0 kind:data(any) addr:0x20e7a90
data_ov000_020e7af8 kind:data(any) addr:0x20e7a98
data_ov000_020e7b00 kind:data(any) addr:0x20e7aa0
data_ov000_020e7b08 kind:data(any) addr:0x20e7aa8
data_ov000_020e7b10 kind:data(any) addr:0x20e7ab0
data_ov000_020e7b18 kind:data(any) addr:0x20e7ab8
data_ov000_020e7b20 kind:data(any) addr:0x20e7ac0
data_ov000_020e7b28 kind:data(any) addr:0x20e7ac8
data_ov000_020e7b30 kind:data(any) addr:0x20e7ad0
data_ov000_020e7b38 kind:data(any) addr:0x20e7ad8
data_ov000_020e7b40 kind:data(any) addr:0x20e7ae0
data_ov000_020e7b48 kind:data(any) addr:0x20e7ae8
data_ov000_020e7b50 kind:data(any) addr:0x20e7af0
data_ov000_020e7b58 kind:data(any) addr:0x20e7af8
data_ov000_020e7b60 kind:data(any) addr:0x20e7b00
data_ov000_020e7b68 kind:data(any) addr:0x20e7b08
data_ov000_020e7b70 kind:data(any) addr:0x20e7b10
data_ov000_020e7b78 kind:data(any) addr:0x20e7b18
data_ov000_020e7b80 kind:data(any) addr:0x20e7b20
data_ov000_020e7b88 kind:data(any) addr:0x20e7b28
data_ov000_020e7b90 kind:data(any) addr:0x20e7b30
data_ov000_020e7b98 kind:data(any) addr:0x20e7b38
data_ov000_020e7ba0 kind:data(any) addr:0x20e7b40
data_ov000_020e7ba8 kind:data(any) addr:0x20e7b48
data_ov000_020e7bb0 kind:data(any) addr:0x20e7b50
data_ov000_020e7bb8 kind:data(any) addr:0x20e7b58
data_ov000_020e7bc0 kind:data(any) addr:0x20e7b60
data_ov000_020e7bc8 kind:data(any) addr:0x20e7b68
data_ov000_020e7bd0 kind:data(any) addr:0x20e7b70
data_ov000_020e7bd8 kind:data(any) addr:0x20e7b78
data_ov000_020e7be0 kind:data(any) addr:0x20e7b80
data_ov000_020e7be8 kind:data(any) addr:0x20e7b88
data_ov000_020e7bf4 kind:data(any) addr:0x20e7b94
data_ov000_020e7c00 kind:data(any) addr:0x20e7ba0
data_ov000_020e7c0c kind:data(any) addr:0x20e7bac
data_ov000_020e7c18 kind:data(any) addr:0x20e7bb8
data_ov000_020e7c24 kind:data(any) addr:0x20e7bc4
data_ov000_020e7c30 kind:data(any) addr:0x20e7bd0
data_ov000_020e7c3c kind:data(any) addr:0x20e7bdc
data_ov000_020e7c48 kind:data(any) addr:0x20e7be8
data_ov000_020e7c54 kind:data(any) addr:0x20e7bf4
data_ov000_020e7c60 kind:data(any) addr:0x20e7c00
data_ov000_020e7c6c kind:data(any) addr:0x20e7c0c
data_ov000_020e7c78 kind:data(any) addr:0x20e7c18
data_ov000_020e7c84 kind:data(any) addr:0x20e7c24
data_ov000_020e7c90 kind:data(any) addr:0x20e7c30
data_ov000_020e7c9c kind:data(any) addr:0x20e7c3c
data_ov000_020e7ca8 kind:data(any) addr:0x20e7c48
data_ov000_020e7cb4 kind:data(any) addr:0x20e7c54
data_ov000_020e7cc0 kind:data(any) addr:0x20e7c60
data_ov000_020e7ccc kind:data(any) addr:0x20e7c6c
data_ov000_020e7cd8 kind:data(any) addr:0x20e7c78
data_ov000_020e7ce4 kind:data(any) addr:0x20e7c84
data_ov000_020e7cf0 kind:data(any) addr:0x20e7c90
data_ov000_020e7cfc kind:data(any) addr:0x20e7c9c
data_ov000_020e7d08 kind:data(any) addr:0x20e7ca8
data_ov000_020e7d14 kind:data(any) addr:0x20e7cb4
data_ov000_020e7d20 kind:data(any) addr:0x20e7cc0
data_ov000_020e7d2c kind:data(any) addr:0x20e7ccc
data_ov000_020e7d38 kind:data(any) addr:0x20e7cd8
data_ov000_020e7d44 kind:data(any) addr:0x20e7ce4
data_ov000_020e7d50 kind:data(any) addr:0x20e7cf0
data_ov000_020e7d5c kind:data(any) addr:0x20e7cfc
data_ov000_020e7d68 kind:data(any) addr:0x20e7d08
data_ov000_020e7d74 kind:data(any) addr:0x20e7d14
data_ov000_020e7d80 kind:data(any) addr:0x20e7d20
data_ov000_020e7d8c kind:data(any) addr:0x20e7d2c
data_ov000_020e7d98 kind:data(any) addr:0x20e7d38
data_ov000_020e7da4 kind:data(any) addr:0x20e7d44
data_ov000_020e7db0 kind:data(any) addr:0x20e7d50
data_ov000_020e7dbc kind:data(any) addr:0x20e7d5c
data_ov000_020e7dc8 kind:data(any) addr:0x20e7d68
data_ov000_020e7dd4 kind:data(any) addr:0x20e7d74
data_ov000_020e7de0 kind:data(any) addr:0x20e7d80
data_ov000_020e7dec kind:data(any) addr:0x20e7d8c
data_ov000_020e7df8 kind:data(any) addr:0x20e7d98
data_ov000_020e7e04 kind:data(any) addr:0x20e7da4
data_ov000_020e7e10 kind:data(any) addr:0x20e7db0
data_ov000_020e7e1c kind:data(any) addr:0x20e7dbc
data_ov000_020e7e28 kind:data(any) addr:0x20e7dc8
data_ov000_020e7e34 kind:data(any) addr:0x20e7dd4
data_ov000_020e7e40 kind:data(any) addr:0x20e7de0
data_ov000_020e7e4c kind:data(any) addr:0x20e7dec
data_ov000_020e7e58 kind:data(any) addr:0x20e7df8
data_ov000_020e7e64 kind:data(any) addr:0x20e7e04
data_ov000_020e7e70 kind:data(any) addr:0x20e7e10
data_ov000_020e7e7c kind:data(any) addr:0x20e7e1c
data_ov000_020e7e88 kind:data(any) addr:0x20e7e28
data_ov000_020e7e94 kind:data(any) addr:0x20e7e34
data_ov000_020e7ea0 kind:data(any) addr:0x20e7e40
data_ov000_020e7eac kind:data(any) addr:0x20e7e4c
data_ov000_020e7eb8 kind:data(any) addr:0x20e7e58
data_ov000_020e7ec4 kind:data(any) addr:0x20e7e64
data_ov000_020e7ed0 kind:data(any) addr:0x20e7e70
data_ov000_020e7edc kind:data(any) addr:0x20e7e7c
data_ov000_020e7ee8 kind:data(any) addr:0x20e7e88
data_ov000_020e7ef4 kind:data(any) addr:0x20e7e94
data_ov000_020e7f00 kind:data(any) addr:0x20e7ea0
data_ov000_020e7f0c kind:data(any) addr:0x20e7eac
data_ov000_020e7f18 kind:data(any) addr:0x20e7eb8
data_ov000_020e7f24 kind:data(any) addr:0x20e7ec4
data_ov000_020e7f30 kind:data(any) addr:0x20e7ed0
data_ov000_020e7f3c kind:data(any) addr:0x20e7edc
data_ov000_020e7f48 kind:data(any) addr:0x20e7ee8
data_ov000_020e7f54 kind:data(any) addr:0x20e7ef4
data_ov000_020e7f60 kind:data(any) addr:0x20e7f00
data_ov000_020e7f6c kind:data(any) addr:0x20e7f0c
data_ov000_020e7f78 kind:data(any) addr:0x20e7f18
data_ov000_020e7f84 kind:data(any) addr:0x20e7f24
data_ov000_020e7f90 kind:data(any) addr:0x20e7f30
data_ov000_020e7f9c kind:data(any) addr:0x20e7f3c
data_ov000_020e7fa8 kind:data(any) addr:0x20e7f48
data_ov000_020e7fb4 kind:data(any) addr:0x20e7f54
data_ov000_020e7fc0 kind:data(any) addr:0x20e7f60
data_ov000_020e7fcc kind:data(any) addr:0x20e7f6c
data_ov000_020e7fd8 kind:data(any) addr:0x20e7f78
data_ov000_020e7fe4 kind:data(any) addr:0x20e7f84
data_ov000_020e7ff0 kind:data(any) addr:0x20e7f90
data_ov000_020e7ffc kind:data(any) addr:0x20e7f9c
data_ov000_020e8008 kind:data(any) addr:0x20e7fa8
data_ov000_020e8014 kind:data(any) addr:0x20e7fb4
data_ov000_020e8020 kind:data(any) addr:0x20e7fc0
data_ov000_020e802c kind:data(any) addr:0x20e7fcc
data_ov000_020e8038 kind:data(any) addr:0x20e7fd8
data_ov000_020e8044 kind:data(any) addr:0x20e7fe4
data_ov000_020e8050 kind:data(any) addr:0x20e7ff0
data_ov000_020e805c kind:data(any) addr:0x20e7ffc
data_ov000_020e8068 kind:data(any) addr:0x20e8008
data_ov000_020e8074 kind:data(any) addr:0x20e8014
data_ov000_020e8080 kind:data(any) addr:0x20e8020
data_ov000_020e808c kind:data(any) addr:0x20e802c
data_ov000_020e8098 kind:data(any) addr:0x20e8038
data_ov000_020e80a4 kind:data(any) addr:0x20e8044
data_ov000_020e80b0 kind:data(any) addr:0x20e8050
data_ov000_020e80bc kind:data(any) addr:0x20e805c
data_ov000_020e80c8 kind:data(any) addr:0x20e8068
data_ov000_020e80d4 kind:data(any) addr:0x20e8074
data_ov000_020e80e0 kind:data(any) addr:0x20e8080
data_ov000_020e80ec kind:data(any) addr:0x20e808c
data_ov000_020e80f8 kind:data(any) addr:0x20e8098
data_ov000_020e8104 kind:data(any) addr:0x20e80a4
data_ov000_020e8110 kind:data(any) addr:0x20e80b0
data_ov000_020e811c kind:data(any) addr:0x20e80bc
data_ov000_020e8128 kind:data(any) addr:0x20e80c8
data_ov000_020e8134 kind:data(any) addr:0x20e80d4
data_ov000_020e8140 kind:data(any) addr:0x20e80e0
data_ov000_020e814c kind:data(any) addr:0x20e80ec
data_ov000_020e8158 kind:data(any) addr:0x20e80f8
data_ov000_020e8164 kind:data(any) addr:0x20e8104
data_ov000_020e8170 kind:data(any) addr:0x20e8110
data_ov000_020e817c kind:data(any) addr:0x20e811c
data_ov000_020e8188 kind:data(any) addr:0x20e8128
data_ov000_020e8198 kind:data(any) addr:0x20e8138
data_ov000_020e81a8 kind:data(any) addr:0x20e8148
data_ov000_020e81b8 kind:data(any) addr:0x20e8158
data_ov000_020e81c8 kind:data(any) addr:0x20e8168
data_ov000_020e81d8 kind:data(any) addr:0x20e8178
data_ov000_020e81e8 kind:data(any) addr:0x20e8188
data_ov000_020e81f8 kind:data(any) addr:0x20e8198
data_ov000_020e8208 kind:data(any) addr:0x20e81a8
data_ov000_020e8218 kind:data(any) addr:0x20e81b8
data_ov000_020e8228 kind:data(any) addr:0x20e81c8
data_ov000_020e8238 kind:data(any) addr:0x20e81d8
data_ov000_020e8248 kind:data(any) addr:0x20e81e8
data_ov000_020e8258 kind:data(any) addr:0x20e81f8
data_ov000_020e8268 kind:data(any) addr:0x20e8208
data_ov000_020e8278 kind:data(any) addr:0x20e8218
data_ov000_020e8288 kind:data(any) addr:0x20e8228
data_ov000_020e8298 kind:data(any) addr:0x20e8238
data_ov000_020e82a8 kind:data(any) addr:0x20e8248
data_ov000_020e82b8 kind:data(any) addr:0x20e8258
data_ov000_020e82c8 kind:data(any) addr:0x20e8268
data_ov000_020e82d8 kind:data(any) addr:0x20e8278
data_ov000_020e82e8 kind:data(any) addr:0x20e8288
data_ov000_020e82f8 kind:data(any) addr:0x20e8298
data_ov000_020e8308 kind:data(any) addr:0x20e82a8
data_ov000_020e8318 kind:data(any) addr:0x20e82b8
data_ov000_020e8328 kind:data(any) addr:0x20e82c8
data_ov000_020e8338 kind:data(any) addr:0x20e82d8
data_ov000_020e8348 kind:data(any) addr:0x20e82e8
data_ov000_020e835c kind:data(any) addr:0x20e82fc
data_ov000_020e8364 kind:data(any) addr:0x20e8304
data_ov000_020e836c kind:data(any) addr:0x20e830c
data_ov000_020e837c kind:data(any) addr:0x20e831c
data_ov000_020e8384 kind:data(any) addr:0x20e8324
data_ov000_020e8398 kind:data(any) addr:0x20e8338
data_ov000_020e83a8 kind:data(any) addr:0x20e8348
data_ov000_020e83bc kind:data(any) addr:0x20e835c
data_ov000_020e83cc kind:data(any) addr:0x20e836c
data_ov000_020e83e0 kind:data(any) addr:0x20e8380
data_ov000_020e83e8 kind:data(any) addr:0x20e8388
data_ov000_020e83ec kind:data(any) addr:0x20e838c
data_ov000_020e83f0 kind:data(any) addr:0x20e8390
data_ov000_020e8404 kind:data(any) addr:0x20e83a4
data_ov000_020e8410 kind:data(any) addr:0x20e83b0
data_ov000_020e8428 kind:data(any) addr:0x20e83c8
data_ov000_020e8434 kind:data(any) addr:0x20e83d4
data_ov000_020e844c kind:data(any) addr:0x20e83ec
data_ov000_020e8460 kind:data(any) addr:0x20e8400
data_ov000_020e851c kind:data(any) addr:0x20e84bc
data_ov000_020e8530 kind:data(any) addr:0x20e84d0
data_ov000_020e8540 kind:data(any) addr:0x20e84e0
data_ov000_020e8580 kind:data(any) addr:0x20e8520
data_ov000_020e859c kind:data(any) addr:0x20e853c
data_ov000_020e85ac kind:data(any) addr:0x20e854c
data_ov000_020e85c4 kind:data(any) addr:0x20e8564
data_ov000_020e85d8 kind:data(any) addr:0x20e8578
data_ov000_020e8694 kind:data(any) addr:0x20e8634
data_ov000_020e86a8 kind:data(any) addr:0x20e8648
data_ov000_020e86b8 kind:data(any) addr:0x20e8658
data_ov000_020e8700 kind:data(any) addr:0x20e86a0
data_ov000_020e87bc kind:data(any) addr:0x20e875c
data_ov000_020e88cc kind:data(any) addr:0x20e886c
data_ov000_020e88ec kind:data(any) addr:0x20e888c
data_ov000_020e890c kind:data(any) addr:0x20e88ac
data_ov000_020e892c kind:data(any) addr:0x20e88cc
data_ov000_020e8944 kind:data(any) addr:0x20e88e4
data_ov000_020e8948 kind:data(any) addr:0x20e88e8
data_ov000_020e894c kind:data(any) addr:0x20e88ec
data_ov000_020e8950 kind:data(any) addr:0x20e88f0
data_ov000_020e8954 kind:data(any) addr:0x20e88f4
data_ov000_020e8958 kind:data(any) addr:0x20e88f8
data_ov000_020e895c kind:data(any) addr:0x20e88fc
data_ov000_020e8960 kind:data(any) addr:0x20e8900
data_ov000_020e8964 kind:data(any) addr:0x20e8904
data_ov000_020e899c kind:data(any) addr:0x20e893c
data_ov000_020e89b8 kind:data(any) addr:0x20e8958
data_ov000_020e89d4 kind:data(any) addr:0x20e8974
data_ov000_020e8a30 kind:data(any) addr:0x20e89d0
data_ov000_020e8a34 kind:data(any) addr:0x20e89d4
data_ov000_020e8a54 kind:data(any) addr:0x20e89f4
data_ov000_020e8ac8 kind:data(any) addr:0x20e8a68
data_ov000_020e8acc kind:data(any) addr:0x20e8a6c
data_ov000_020e8ad0 kind:data(any) addr:0x20e8a70
data_ov000_020e8ad4 kind:data(any) addr:0x20e8a74
data_ov000_020e8ad8 kind:data(any) addr:0x20e8a78
data_ov000_020e8adc kind:data(any) addr:0x20e8a7c
data_ov000_020e8ae0 kind:data(any) addr:0x20e8a80
data_ov000_020e8ae4 kind:data(any) addr:0x20e8a84
data_ov000_020e8ae8 kind:data(any) addr:0x20e8a88
data_ov000_020e8b08 kind:data(any) addr:0x20e8aa8
data_ov000_020e8b14 kind:data(any) addr:0x20e8ab4
data_ov000_020e8b20 kind:data(any) addr:0x20e8ac0
data_ov000_020e8b64 kind:data(any) addr:0x20e8b04
data_ov000_020e8ba0 kind:data(any) addr:0x20e8b40
data_ov000_020e8c78 kind:data(any) addr:0x20e8c18
data_ov000_020e8cb4 kind:data(any) addr:0x20e8c54
data_ov000_020e8d8c kind:data(any) addr:0x20e8d2c
data_ov000_020e8df0 kind:data(any) addr:0x20e8d90
data_ov000_020e8dfc kind:data(any) addr:0x20e8d9c
data_ov000_020e8ed4 kind:data(any) addr:0x20e8e74
data_ov000_020e8efc kind:data(any) addr:0x20e8e9c
data_ov000_020e8f00 kind:data(any) addr:0x20e8ea0
data_ov000_020e8f04 kind:data(any) addr:0x20e8ea4
data_ov000_020e8f08 kind:data(any) addr:0x20e8ea8
data_ov000_020e8f0c kind:data(any) addr:0x20e8eac
data_ov000_020e8f10 kind:data(any) addr:0x20e8eb0
data_ov000_020e8f14 kind:data(any) addr:0x20e8eb4
data_ov000_020e8f18 kind:data(any) addr:0x20e8eb8
data_ov000_020e8f44 kind:data(any) addr:0x20e8ee4
data_ov000_020e8f78 kind:data(any) addr:0x20e8f18
data_ov000_020e8f7c kind:data(any) addr:0x20e8f1c
data_ov000_020e8f80 kind:data(any) addr:0x20e8f20
data_ov000_020e8f84 kind:data(any) addr:0x20e8f24
data_ov000_020e8f88 kind:data(any) addr:0x20e8f28
data_ov000_020e8f8c kind:data(any) addr:0x20e8f2c
data_ov000_020e8f90 kind:data(any) addr:0x20e8f30
data_ov000_020e8f94 kind:data(any) addr:0x20e8f34
data_ov000_020e8fc0 kind:data(any) addr:0x20e8f60
data_ov000_020e9090 kind:data(any) addr:0x20e9030
data_ov000_020e9094 kind:data(any) addr:0x20e9034
data_ov000_020e9098 kind:data(any) addr:0x20e9038
data_ov000_020e909c kind:data(any) addr:0x20e903c
data_ov000_020e90a0 kind:data(any) addr:0x20e9040
data_ov000_020e90a4 kind:data(any) addr:0x20e9044
data_ov000_020e90a8 kind:data(any) addr:0x20e9048
data_ov000_020e90ac kind:data(any) addr:0x20e904c
data_ov000_020e90d8 kind:data(any) addr:0x20e9078
data_ov000_020e90fc kind:data(any) addr:0x20e909c
data_ov000_020e9308 kind:data(any) addr:0x20e915c
data_ov000_020e91bc kind:data(any) addr:0x20e916c
data_ov000_020e91d4 kind:data(any) addr:0x20e9184
data_ov000_020e91e8 kind:data(any) addr:0x20e9198
data_ov000_020e92a4 kind:data(any) addr:0x20e9254
data_ov000_020e92c8 kind:data(any) addr:0x20e9278
data_ov000_020e9320 kind:bss addr:0x20e92c0
data_ov000_020e932c kind:bss addr:0x20e92cc
data_ov000_020e9331 kind:bss addr:0x20e92d1
data_ov000_020e9332 kind:bss addr:0x20e92d2
data_ov000_020e9336 kind:bss addr:0x20e92d6
data_ov000_020e9338 kind:bss addr:0x20e92d8
data_ov000_020e9340 kind:bss addr:0x20e92e0
data_ov000_020e9360 kind:bss addr:0x20e9300
data_ov000_020e9370 kind:bss addr:0x20e9310
data_ov000_020e9c70 kind:bss addr:0x20e9c10
data_ov000_020e9c88 kind:bss addr:0x20e9c28
data_ov000_020e9e08 kind:bss addr:0x20e9da8
data_ov000_020e9e0c kind:bss addr:0x20e9dac
gSaveItemManager kind:bss addr:0x20e9db8
data_ov000_020e9e94 kind:bss addr:0x20e9e34
data_ov000_020e9e98 kind:bss addr:0x20e9e38
data_ov000_020e9ec0 kind:bss addr:0x20e9e60
data_ov000_020e9f08 kind:bss addr:0x20e9ea8
data_ov000_020e9f10 kind:bss addr:0x20e9eb0
data_ov000_020ea110 kind:bss addr:0x20ea0b0
data_ov000_020eaa98 kind:bss addr:0x20eaa38
data_ov000_020eaac4 kind:bss addr:0x20eaa64
data_ov000_020eaad8 kind:bss addr:0x20eaa78
data_ov000_020eaaf8 kind:bss addr:0x20eaa98
data_ov000_020eab04 kind:bss addr:0x20eaaa4
data_ov000_020eab18 kind:bss addr:0x20eaab8
data_ov000_020eab1c kind:bss addr:0x20eaabc
data_ov000_020eab28 kind:bss addr:0x20eaac8
data_ov000_020eab34 kind:bss addr:0x20eaad4
data_ov000_020eac98 kind:bss addr:0x20eac38
data_ov000_020eacb4 kind:bss addr:0x20eac54
data_ov000_020eacb8 kind:bss addr:0x20eac58
data_ov000_020eacbc kind:bss addr:0x20eac5c
data_ov000_020eacc8 kind:bss addr:0x20eac68
data_ov000_020eacd0 kind:bss addr:0x20eac70
data_ov000_020eb218 kind:bss addr:0x20eb1b8
data_ov000_020ebe18 kind:bss addr:0x20ebdb8
data_ov000_020ec218 kind:bss addr:0x20ec1b8
data_ov000_020ec658 kind:bss addr:0x20ec5f8
data_ov000_020ec678 kind:bss addr:0x20ec618
data_ov000_020ec718 kind:bss addr:0x20ec6b8
data_ov000_020ec754 kind:bss addr:0x20ec6f4
data_ov000_020ec758 kind:bss addr:0x20ec6f8
data_ov000_020ec798 kind:bss addr:0x20ec738
data_ov000_020ec7dc kind:bss addr:0x20ec77c
data_ov000_020ec7ee kind:bss addr:0x20ec78e
data_ov000_020ec7ef kind:bss addr:0x20ec78f
data_ov000_020ec81c kind:bss addr:0x20ec7bc
data_ov000_020ec820 kind:bss addr:0x20ec7c0
data_ov000_020ec824 kind:bss addr:0x20ec7c4
data_ov000_020ec864 kind:bss addr:0x20ec804
data_ov000_020ec8a4 kind:bss addr:0x20ec844
data_ov000_020ec8e4 kind:bss addr:0x20ec884
data_ov000_020ec924 kind:bss addr:0x20ec8c4
data_ov000_020ec964 kind:bss addr:0x20ec904
data_ov000_020ec970 kind:bss addr:0x20ec910
data_ov000_020ec97c kind:bss addr:0x20ec91c
data_ov000_020ec988 kind:bss addr:0x20ec928
data_ov000_020ec994 kind:bss addr:0x20ec934
data_ov000_020ec9a0 kind:bss addr:0x20ec940
data_ov000_020ec9ac kind:bss addr:0x20ec94c
data_ov000_020ec9b8 kind:bss addr:0x20ec958
data_ov000_020ec9c8 kind:bss addr:0x20ec968
data_ov000_020ec9d4 kind:bss addr:0x20ec974
data_ov000_020ec9d6 kind:bss addr:0x20ec976
data_ov000_020ec9d8 kind:bss addr:0x20ec978
data_ov000_020ecd50 kind:bss addr:0x20eccf0
data_ov000_020ecd58 kind:bss addr:0x20eccf8
data_ov000_020ecd64 kind:bss addr:0x20ecd04
_ZN17ActorSwitchObject5gTypeE kind:bss addr:0x20ecd10
data_ov000_020ecd84 kind:bss addr:0x20ecd24
data_ov000_020ecd90 kind:bss addr:0x20ecd30
data_ov000_020ecda4 kind:bss addr:0x20ecd44
_ZN14ActorEventIcon5gTypeE kind:bss addr:0x20ecd50
data_ov000_020ecdc4 kind:bss addr:0x20ecd64
data_ov000_020ecdcc kind:bss addr:0x20ecd6c
